category,a,b,c,d,e,f,g,h,i
teddy,1.41865e+08,7.36901e+14,1.89706e+19,1.43674e+17,2.19155e+35,3.31375e+24,9.07406e+34,0.0406618,0.31931
teddy,1.50863e+08,7.79038e+14,2.2028e+19,4.25401e+17,6.09692e+35,4.87768e+24,1.15068e+36,0.0407336,0.329485
teddy,1.42787e+08,7.54802e+14,1.76509e+19,9.85945e+16,7.58544e+34,2.48208e+24,-1.05656e+35,0.0418449,0.320185
teddy,1.41777e+08,6.18115e+14,1.67992e+19,1.51382e+17,2.28899e+35,3.29878e+24,7.67069e+34,0.0408185,0.322314
teddy,1.42517e+08,6.97648e+14,1.58838e+19,2.40529e+17,4.70119e+35,6.34939e+24,-4.68188e+33,0.0424765,0.319218
teddy,1.41534e+08,7.85872e+14,1.95463e+19,1.71514e+17,-1.53274e+34,6.64382e+23,3.13663e+35,0.0399597,0.320023
teddy,1.44245e+08,7.21182e+14,1.90305e+19,2.99888e+17,6.64562e+35,8.04717e+24,-2.6759e+35,0.0439054,0.319839
teddy,1.43372e+08,1.09108e+15,1.95014e+19,3.1218e+17,3.7074e+35,5.26611e+24,6.75173e+35,0.0404624,0.320599
teddy,1.39563e+08,7.17525e+14,1.95124e+19,2.08672e+17,3.92984e+35,5.55067e+24,-1.51197e+35,0.0413908,0.316467
teddy,1.46606e+08,8.86256e+14,2.20087e+19,2.54511e+17,2.30567e+35,3.76215e+24,5.56488e+35,0.0394676,0.324305
teddy,1.46553e+08,6.92654e+14,2.06104e+19,2.07638e+17,4.03542e+35,5.02015e+24,1.47173e+35,0.040437,0.324501
teddy,1.38665e+08,7.60136e+14,1.62293e+19,2.41702e+17,4.60938e+35,6.59329e+24,-1.29215e+35,0.0412431,0.315926
teddy,1.30088e+08,7.95726e+14,1.42479e+19,1.79942e+17,2.47294e+35,4.11106e+24,1.47847e+35,0.0414891,0.305175
teddy,1.44355e+08,6.56717e+14,1.76404e+19,1.19014e+17,1.31045e+35,2.90318e+24,-1.1209e+35,0.0408308,0.324754
teddy,1.32502e+08,6.24222e+14,1.56004e+19,2.05647e+17,3.35628e+35,5.13697e+24,-1.51752e+35,0.0409302,0.309342
tree,4.93567e+07,5.21147e+14,1.48208e+18,9.43955e+16,2.95191e+34,9.07282e+23,-1.93705e+34,0.054676,0.239923
tree,3.59614e+07,8.24976e+14,1.58101e+17,5.98074e+16,5.29621e+33,1.26572e+24,-2.40253e+33,0.089758,0.163968
tree,2.90512e+07,1.21489e+14,7.55443e+17,4.14397e+16,6.46526e+33,4.30726e+23,3.45823e+33,0.0703132,0.182191
tree,2.86809e+07,6.39404e+14,1.37188e+17,4.20283e+16,2.7926e+33,6.54644e+23,1.54466e+33,0.0896804,0.134271
tree,1.44471e+07,1.69385e+14,1.65597e+17,1.14465e+17,1.57443e+34,1.47952e+24,6.87732e+32,0.103322,0.0879662
tree,2.94266e+07,1.73352e+14,9.60183e+15,1.17799e+16,-1.24901e+32,1.37168e+23,-9.7784e+30,0.0651068,0.181407
tree,2.38774e+07,2.17055e+14,4.47244e+16,6.37894e+15,-6.66635e+31,-4.004e+22,8.46456e+31,0.0845816,0.154002
tree,4.54881e+07,4.89839e+14,6.16937e+15,2.82059e+16,-3.16966e+32,6.23691e+23,1.94864e+32,0.071694,0.223514
tree,4.89393e+07,6.90938e+14,9.61192e+17,1.08779e+17,3.09745e+34,2.82895e+24,-1.66671e+34,0.06199,0.233695
tree,4.54649e+07,4.61909e+14,9.25227e+17,3.07127e+16,2.72319e+33,4.74696e+23,4.40322e+33,0.095245,0.212488
tree,4.41399e+07,9.80634e+14,1.39233e+18,3.40866e+17,2.3423e+35,1.06193e+25,1.67181e+34,0.0595292,0.202537
tree,1.79032e+08,2.45142e+16,9.05826e+17,9.73238e+16,9.93732e+32,1.20355e+25,-2.88798e+34,0.073424,0.191204
tree,2.06238e+07,2.91864e+14,5.32256e+16,8.88239e+15,1.2447e+32,8.24161e+22,1.47673e+32,0.0924424,0.119446
tree,2.42445e+08,1.33085e+16,9.47366e+18,2.73829e+18,-1.38544e+37,3.03517e+26,1.60331e+36,0.0513029,0.184515
tree,4.79432e+08,2.8784e+15,1.25899e+20,2.48026e+19,-8.55419e+38,9.46921e+26,1.09051e+39,0.0433018,0.286884
truck,3.09354e+06,3.38234e+12,3.40148e+14,7.7697e+12,2.27888e+26,-5.40562e+18,3.28042e+26,0.0902851,0.0376029
truck,3.83794e+06,5.62847e+12,9.85746e+14,5.85408e+13,1.17435e+28,7.61922e+19,-7.73638e+27,0.0938716,0.0408192
truck,4.00765e+06,5.88213e+12,5.79537e+14,4.01296e+12,-1.44912e+26,-7.23226e+18,-1.28267e+26,0.0913349,0.0423876
truck,4.10334e+06,5.79358e+12,1.39803e+15,4.22044e+13,-4.72544e+27,-3.96822e+19,-9.09763e+27,0.0882082,0.0431023
truck,4.33248e+06,7.25079e+12,9.36551e+14,5.35443e+13,1.99118e+27,-7.6064e+19,1.1824e+28,0.0897349,0.0438071
truck,2.13172e+06,1.24403e+12,1.61715e+14,4.61235e+12,6.04896e+25,-2.26401e+18,1.10493e+26,0.104017,0.0318751
truck,4.97622e+06,9.42402e+12,1.1303e+15,7.76427e+13,2.29852e+28,9.50896e+19,8.55431e+26,0.0840229,0.0467852
truck,2.328e+06,1.80287e+12,9.39803e+13,3.32307e+12,-5.8724e+25,-5.79189e+17,4.52975e+23,0.101829,0.03256
truck,2.516e+06,1.93304e+12,3.29137e+14,4.01318e+12,-1.79528e+25,-1.31649e+18,-1.44746e+26,0.0992098,0.03392
truck,2.33495e+06,1.77748e+12,3.86551e+14,1.16077e+13,-4.47517e+26,-8.44743e+18,-6.35849e+26,0.0967742,0.0326196
truck,2.52233e+06,1.81402e+12,1.9219e+14,2.13895e+12,-2.19004e+25,2.029e+18,3.74316e+25,0.0936073,0.0347836
truck,2.9319e+06,2.84997e+12,3.92062e+14,1.87607e+13,1.26609e+27,2.33741e+19,-9.92902e+26,0.0968094,0.0364017
truck,2.58508e+06,2.32583e+12,4.57372e+14,2.04214e+13,-3.30217e+26,-8.28412e+18,-1.94579e+27,0.100698,0.0341086
truck,2.96232e+06,3.02271e+12,1.83255e+14,6.08032e+12,-3.91243e+25,1.0479e+19,-1.99157e+26,0.0907626,0.0369675
truck,2.74887e+06,2.78129e+12,5.50752e+14,4.00635e+13,2.00164e+27,7.45802e+18,-5.60445e+27,0.101734,0.0343469
turtle,2.29847e+08,1.98653e+16,2.67928e+19,3.24812e+18,-5.08362e+36,-1.77e+26,2.98715e+37,0.0423489,0.525478
turtle,1.33009e+08,6.67342e+15,1.88431e+18,6.8435e+17,5.95636e+35,5.22441e+25,4.99147e+35,0.0438002,0.534813
turtle,2.12208e+08,1.69847e+16,5.23687e+19,7.21529e+18,6.84133e+37,1.5191e+26,-1.22437e+38,0.0444804,0.273293
turtle,1.8945e+08,7.09371e+15,1.70818e+19,1.15958e+18,1.68079e+36,-1.40962e+25,-4.87941e+36,0.0347556,0.626616
turtle,1.89426e+08,7.08816e+15,1.80958e+19,1.42048e+18,1.01565e+36,-3.23287e+25,-7.12987e+36,0.0412658,0.303691
turtle,1.40535e+08,7.13424e+15,2.76877e+18,1.18441e+18,2.01416e+36,8.60229e+25,-7.37282e+35,0.0454169,0.281667
turtle,1.20157e+08,4.12231e+15,1.19466e+18,1.45804e+17,-6.06456e+34,-9.36023e+24,5.01138e+33,0.037423,0.556917
turtle,6.7119e+08,2.21481e+17,2.39366e+20,6.30841e+19,6.02675e+39,1.05402e+28,4.87556e+39,0.0444318,0.41068
turtle,6.71132e+08,2.21447e+17,2.34927e+20,5.10481e+19,3.31509e+39,3.67574e+27,4.50131e+39,0.0511477,0.201881
turtle,2.99601e+08,3.22293e+16,8.54949e+19,9.48721e+18,-1.64692e+38,-8.70758e+26,-2.14201e+38,0.0346362,0.585233
turtle,3.2296e+08,3.40603e+16,1.1545e+20,1.37412e+19,1.10944e+38,1.54452e+26,-5.35952e+38,0.0409287,0.283429
turtle,1.32986e+08,6.66636e+15,1.80726e+18,2.70388e+17,1.73963e+35,1.72371e+25,7.39097e+34,0.0565763,0.237351
turtle,5.44363e+08,1.20702e+17,1.13098e+20,4.51036e+19,3.1641e+39,1.49957e+28,6.04864e+38,0.0309688,0.410157
turtle,5.34994e+08,1.2213e+17,6.607e+19,2.5593e+19,1.01062e+39,8.02273e+27,2.93603e+38,0.0351481,0.191327
turtle,1.57409e+08,7.61838e+15,1.66051e+19,3.73732e+18,2.76074e+37,2.66421e+26,1.02293e+37,0.0460857,0.280602
watch,1.79091e+08,2.86637e+16,2.9065e+18,2.30116e+18,5.9499e+36,3.77058e+26,1.25177e+35,0.0512709,0.15122
watch,2.67955e+08,6.74247e+16,7.81796e+17,7.20019e+17,5.40183e+35,1.86367e+26,-5.37035e+33,0.0540182,0.240575
watch,2.27309e+08,4.91244e+16,1.0386e+19,7.08793e+18,6.05805e+37,1.43415e+27,5.32283e+36,0.0620677,0.214044
watch,1.39221e+08,1.6343e+16,2.82816e+18,1.31349e+18,2.42331e+36,1.33806e+26,7.32467e+35,0.0490604,0.133345
watch,3.14281e+08,9.15492e+16,7.02347e+19,5.23939e+19,3.17629e+39,1.51836e+28,-1.13325e+38,0.052449,0.169337
watch,3.48914e+08,1.07073e+17,3.30317e+19,2.26677e+19,6.19819e+38,7.19141e+27,2.35074e+37,0.0425153,0.263353
watch,3.29953e+08,1.0381e+17,4.32835e+19,2.80564e+19,9.7157e+38,7.91469e+27,1.09381e+38,0.0596847,0.13723
watch,4.73567e+09,2.10403e+19,6.08173e+21,5.3936e+21,3.0891e+43,2.46943e+31,4.86981e+40,0.0261836,0.221661
watch,2.19206e+08,4.08769e+16,5.60313e+18,4.50463e+18,2.25606e+37,8.95281e+26,-1.78436e+36,0.0420546,0.251307
watch,3.04812e+08,8.31128e+16,4.05192e+18,3.03139e+18,1.06156e+37,8.49033e+26,-4.25592e+35,0.0466152,0.29597
watch,3.70048e+08,1.1761e+17,6.65096e+19,5.03143e+19,2.90873e+39,1.71736e+28,1.03743e+38,0.0396618,0.32224
watch,4.56726e+08,1.81591e+17,4.80596e+19,3.43962e+19,1.39732e+39,1.45107e+28,5.70087e+37,0.0358317,0.340617
watch,4.3997e+08,1.77446e+17,4.2521e+19,1.75964e+19,4.53092e+38,4.95161e+27,-1.62417e+38,0.0424766,0.243524
watch,3.14156e+08,9.32761e+16,8.68075e+18,7.29779e+18,5.80793e+37,2.21908e+27,-8.26647e+35,0.0611916,0.200436
watch,1.23113e+08,1.26695e+16,4.07029e+18,3.18093e+18,1.14452e+37,3.58021e+26,-1.07699e+35,0.04929,0.179688
